lcl|CP094940.1_prot_UOM46722.1_2	2.7.7.7
lcl|CP094940.1_prot_UOM46285.1_4567	3.1.3.7
lcl|CP094940.1_prot_UOM46286.1_4568	3.1.3.6
lcl|CP094940.1_prot_UOM46286.1_4568	3.1.4.16
lcl|CP094940.1_prot_UOM46288.1_4570	1.6.5.2
lcl|CP094940.1_prot_UOM46292.1_4575	5.2.1.8
lcl|CP094940.1_prot_UOM46300.1_4583	5.1.3.4
lcl|CP094940.1_prot_UOM46301.1_4584	5.1.3.22
lcl|CP094940.1_prot_UOM46302.1_4585	4.1.1.85
lcl|CP094940.1_prot_UOM46303.1_4586	2.7.1.194
lcl|CP094940.1_prot_UOM46304.1_4587	2.7.1.194
lcl|CP094940.1_prot_UOM46305.1_4588	2.7.1.194
lcl|CP094940.1_prot_UOM46312.1_4595	2.1.1.185
lcl|CP094940.1_prot_UOM46314.1_4598	6.3.4.4
lcl|CP094940.1_prot_UOM46320.1_4605	2.5.1.75
lcl|CP094940.1_prot_UOM46322.1_4607	3.5.1.28
lcl|CP094940.1_prot_UOM46324.1_4609	4.2.1.136
lcl|CP094940.1_prot_UOM46324.1_4609	5.1.99.6
lcl|CP094940.1_prot_UOM46325.1_4610	1.17.99.6
lcl|CP094940.1_prot_UOM46328.1_4613	3.1.3.100
lcl|CP094940.1_prot_UOM46329.1_4614	4.1.1.65
lcl|CP094940.1_prot_UOM46333.1_4618	1.3.5.4
lcl|CP094940.1_prot_UOM46334.1_4619	1.3.5.4
lcl|CP094940.1_prot_UOM46342.1_4627	5.4.3.2
lcl|CP094940.1_prot_UOM46357.1_4642	4.3.1.1
lcl|CP094940.1_prot_UOM46359.1_4645	1.8.1.8
lcl|CP094940.1_prot_UOM46377.1_4664	3.2.1.22
lcl|CP094940.1_prot_UOM46383.1_4670	2.7.8.37
lcl|CP094940.1_prot_UOM46384.1_4671	2.7.8.37
lcl|CP094940.1_prot_UOM46385.1_4672	2.7.8.37
lcl|CP094940.1_prot_UOM46386.1_4673	4.7.1.1
lcl|CP094940.1_prot_UOM46388.1_4675	2.7.8.37
lcl|CP094940.1_prot_UOM46389.1_4676	3.6.1.63
lcl|CP094940.1_prot_UOM46390.1_4677	2.7.4.23
lcl|CP094940.1_prot_UOM46391.1_4678	3.1.4.55
lcl|CP094940.1_prot_UOM46394.1_4681	3.6.3.17
lcl|CP094940.1_prot_UOM46401.1_4688	1.17.1.9
lcl|CP094940.1_prot_UOM46401.1_4688	1.17.99.7
lcl|CP094940.1_prot_UOM46404.1_4692	6.2.1.1
lcl|CP094940.1_prot_UOM46416.1_4705	2.5.1.18
lcl|CP094940.1_prot_UOM46426.1_4716	3.1.3.25
lcl|CP094940.1_prot_UOM46436.1_4728	3.1.3.2
lcl|CP094940.1_prot_UOM46437.1_4729	2.6.1.57
lcl|CP094940.1_prot_UOM46438.1_4730	5.1.1.1
lcl|CP094940.1_prot_UOM46439.1_4731	3.6.4.12
lcl|CP094940.1_prot_UOM46440.1_4732	1.6.5.5
lcl|CP094940.1_prot_UOM46448.1_4740	3.4.21.88
lcl|CP094940.1_prot_UOM46449.1_4741	2.7.1.107
lcl|CP094940.1_prot_UOM46450.1_4742	2.3.1.15
lcl|CP094940.1_prot_UOM46451.1_4743	2.5.1.39
lcl|CP094940.1_prot_UOM46452.1_4744	4.1.3.40
lcl|CP094940.1_prot_UOM46463.1_4755	3.5.99.10
lcl|CP094940.1_prot_UOM46466.1_4758	5.3.1.9
lcl|CP094940.1_prot_UOM46467.1_4759	2.7.2.4
lcl|CP094940.1_prot_UOM46470.1_4762	5.4.99.19
lcl|CP094940.1_prot_UOM46470.1_4762	5.4.99.21
lcl|CP094940.1_prot_UOM46471.1_4764	1.1.1.140
lcl|CP094940.1_prot_UOM46472.1_4765	2.7.1.206
lcl|CP094940.1_prot_UOM46473.1_4766	2.7.1.206
lcl|CP094940.1_prot_UOM46477.1_4770	1.1.1.25
lcl|CP094940.1_prot_UOM46479.1_4772	2.1.1.13
lcl|CP094940.1_prot_UOM46481.1_4774	2.7.11.5
lcl|CP094940.1_prot_UOM49318.1_4775	4.1.3.1
lcl|CP094940.1_prot_UOM46482.1_4776	2.3.3.9
lcl|CP094940.1_prot_UOM46483.1_4777	2.3.1.46
lcl|CP094940.1_prot_UOM46485.1_4779	2.1.2.3
lcl|CP094940.1_prot_UOM46485.1_4779	3.5.4.10
lcl|CP094940.1_prot_UOM46486.1_4780	6.3.2.6
lcl|CP094940.1_prot_UOM46486.1_4780	6.3.4.13
lcl|CP094940.1_prot_UOM46488.1_4782	2.7.13.3
lcl|CP094940.1_prot_UOM46492.1_4787	3.1.21.7
lcl|CP094940.1_prot_UOM46493.1_4788	4.1.1.37
lcl|CP094940.1_prot_UOM46494.1_4789	3.6.1.22
lcl|CP094940.1_prot_UOM46496.1_4791	4.1.99.17
lcl|CP094940.1_prot_UOM46497.1_4792	2.5.1.3
lcl|CP094940.1_prot_UOM46497.1_4792	2.7.1.49
lcl|CP094940.1_prot_UOM46497.1_4792	2.7.4.7
lcl|CP094940.1_prot_UOM46498.1_4793	2.7.7.73
lcl|CP094940.1_prot_UOM46498.1_4793	2.7.7.80
lcl|CP094940.1_prot_UOM46500.1_4795	2.8.1.10
lcl|CP094940.1_prot_UOM46501.1_4796	4.1.99.19
lcl|CP094940.1_prot_UOM49320.1_4798	2.7.1.196
lcl|CP094940.1_prot_UOM49320.1_4798	2.7.1.205
lcl|CP094940.1_prot_UOM46503.1_4799	2.7.1.196
lcl|CP094940.1_prot_UOM46503.1_4799	2.7.1.205
lcl|CP094940.1_prot_UOM46505.1_4801	2.7.7.6
lcl|CP094940.1_prot_UOM46506.1_4802	2.7.7.6
lcl|CP094940.1_prot_UOM46514.1_4810	2.7.1.33
lcl|CP094940.1_prot_UOM46515.1_4811	6.3.4.15
lcl|CP094940.1_prot_UOM46516.1_4812	1.3.1.98
lcl|CP094940.1_prot_UOM46517.1_4813	1.3.5.3
lcl|CP094940.1_prot_UOM46519.1_4815	2.1.1.45
lcl|CP094940.1_prot_UOM46520.1_4816	3.4.13.9
lcl|CP094940.1_prot_UOM46521.1_4817	1.1.1.35
lcl|CP094940.1_prot_UOM46521.1_4817	4.2.1.17
lcl|CP094940.1_prot_UOM46521.1_4817	5.1.2.3
lcl|CP094940.1_prot_UOM46521.1_4817	5.3.3.8
lcl|CP094940.1_prot_UOM46522.1_4818	2.3.1.16
lcl|CP094940.1_prot_UOM46523.1_4819	1.16.1.3
lcl|CP094940.1_prot_UOM46523.1_4819	1.17.1.1
lcl|CP094940.1_prot_UOM46523.1_4819	1.5.1.41
lcl|CP094940.1_prot_UOM46524.1_4820	4.1.1.98
lcl|CP094940.1_prot_UOM46532.1_4828	2.1.1.163
lcl|CP094940.1_prot_UOM46532.1_4828	2.1.1.201
lcl|CP094940.1_prot_UOM46534.1_4830	2.4.2.3
lcl|CP094940.1_prot_UOM46535.1_4831	3.1.1.45
lcl|CP094940.1_prot_UOM46536.1_4832	2.1.1.14
lcl|CP094940.1_prot_UOM46540.1_4836	3.1.1.5
lcl|CP094940.1_prot_UOM46544.1_4840	3.6.4.12
lcl|CP094940.1_prot_UOM46545.1_4841	3.1.1.32
lcl|CP094940.1_prot_UOM46545.1_4841	3.1.1.4
lcl|CP094940.1_prot_UOM46549.1_4845	3.6.4.12
lcl|CP094940.1_prot_UOM46550.1_4846	3.1.3.102
lcl|CP094940.1_prot_UOM46550.1_4846	3.1.3.104
lcl|CP094940.1_prot_UOM49321.1_4849	5.1.1.7
lcl|CP094940.1_prot_UOM46555.1_4852	4.6.1.1
lcl|CP094940.1_prot_UOM46556.1_4853	2.5.1.61
lcl|CP094940.1_prot_UOM46557.1_4854	4.2.1.75
lcl|CP094940.1_prot_UOM46558.1_4855	2.1.1.107
lcl|CP094940.1_prot_UOM46558.1_4855	4.2.1.75
lcl|CP094940.1_prot_UOM46561.1_4858	2.4.1.180
lcl|CP094940.1_prot_UOM46563.1_4860	2.4.1.325
lcl|CP094940.1_prot_UOM46565.1_4862	2.6.1.59
lcl|CP094940.1_prot_UOM46566.1_4863	2.3.1.210
lcl|CP094940.1_prot_UOM49322.1_4864	2.7.7.24
lcl|CP094940.1_prot_UOM46567.1_4865	4.2.1.46
lcl|CP094940.1_prot_UOM46568.1_4866	1.1.1.336
lcl|CP094940.1_prot_UOM46569.1_4867	3.2.1.183
lcl|CP094940.1_prot_UOM46569.1_4867	5.1.3.14
lcl|CP094940.1_prot_UOM46571.1_4869	2.7.8.33
lcl|CP094940.1_prot_UOM46571.1_4869	2.7.8.35
lcl|CP094940.1_prot_UOM46574.1_4872	3.6.4.13
lcl|CP094940.1_prot_UOM46575.1_4873	3.6.1.11
lcl|CP094940.1_prot_UOM46575.1_4873	3.6.1.40
lcl|CP094940.1_prot_UOM46577.1_4875	4.1.1.46
lcl|CP094940.1_prot_UOM46577.1_4875	4.1.1.52
lcl|CP094940.1_prot_UOM46579.1_4877	3.6.4.12
lcl|CP094940.1_prot_UOM46580.1_4878	5.2.1.8
lcl|CP094940.1_prot_UOM46581.1_4879	5.2.1.8
lcl|CP094940.1_prot_UOM46582.1_4880	1.1.1.86
lcl|CP094940.1_prot_UOM46584.1_4882	4.3.1.19
lcl|CP094940.1_prot_UOM46585.1_4883	4.2.1.9
lcl|CP094940.1_prot_UOM46586.1_4884	2.6.1.42
lcl|CP094940.1_prot_UOM46587.1_4885	2.2.1.6
lcl|CP094940.1_prot_UOM46588.1_4886	2.2.1.6
lcl|CP094940.1_prot_UOM46593.1_4891	5.1.1.3
lcl|CP094940.1_prot_UOM46595.1_4893	2.1.1.35
lcl|CP094940.1_prot_UOM46598.1_4896	1.6.1.1
lcl|CP094940.1_prot_UOM46600.1_4898	2.3.1.1
lcl|CP094940.1_prot_UOM46600.1_4898	4.3.2.1
lcl|CP094940.1_prot_UOM46601.1_4899	2.3.1.1
lcl|CP094940.1_prot_UOM46601.1_4899	2.7.2.8
lcl|CP094940.1_prot_UOM46602.1_4900	1.2.1.38
lcl|CP094940.1_prot_UOM46603.1_4901	3.5.1.16
lcl|CP094940.1_prot_UOM46604.1_4902	4.1.1.31
lcl|CP094940.1_prot_UOM46608.1_4906	1.1.1.261
lcl|CP094940.1_prot_UOM46608.1_4906	1.1.1.6
lcl|CP094940.1_prot_UOM46610.1_4908	1.5.1.20
lcl|CP094940.1_prot_UOM46612.1_4910	4.1.1.44
lcl|CP094940.1_prot_UOM46615.1_4913	1.1.1.3
lcl|CP094940.1_prot_UOM46615.1_4913	2.7.2.4
lcl|CP094940.1_prot_UOM46616.1_4914	2.5.1.48
lcl|CP094940.1_prot_UOM46622.1_4920	3.4.25.2
lcl|CP094940.1_prot_UOM46624.1_4922	2.5.1.74
lcl|CP094940.1_prot_UOM46626.1_4924	2.7.1.11
lcl|CP094940.1_prot_UOM46630.1_4928	2.7.13.3
lcl|CP094940.1_prot_UOM46632.1_4930	1.15.1.1
lcl|CP094940.1_prot_UOM46636.1_4934	2.7.1.5
lcl|CP094940.1_prot_UOM46637.1_4935	5.3.1.14
lcl|CP094940.1_prot_UOM46638.1_4936	4.1.2.19
lcl|CP094940.1_prot_UOM46640.1_4938	3.6.3.17
lcl|CP094940.1_prot_UOM46643.1_4941	1.1.1.1
lcl|CP094940.1_prot_UOM46644.1_4942	5.1.3.32
lcl|CP094940.1_prot_UOM46646.1_4944	3.2.1.22
lcl|CP094940.1_prot_UOM46653.1_4951	1.17.1.9
lcl|CP094940.1_prot_UOM46653.1_4951	1.17.5.3
lcl|CP094940.1_prot_UOM46662.1_4961	3.1.3.10
lcl|CP094940.1_prot_UOM46664.1_4963	6.3.1.2
lcl|CP094940.1_prot_UOM46665.1_4964	2.7.13.3
lcl|CP094940.1_prot_UOM46667.1_4967	1.3.98.3
lcl|CP094940.1_prot_UOM46670.1_4970	2.7.7.7
lcl|CP094940.1_prot_UOM46675.1_4975	2.7.7.77
lcl|CP094940.1_prot_UOM46676.1_4976	2.7.7.77
lcl|CP094940.1_prot_UOM46680.1_4980	2.7.1.15
lcl|CP094940.1_prot_UOM46683.1_4983	3.6.3.17
lcl|CP094940.1_prot_UOM46684.1_4984	5.4.99.62
lcl|CP094940.1_prot_UOM46687.1_4989	6.3.1.1
lcl|CP094940.1_prot_UOM46691.1_4993	2.1.1.170
lcl|CP094940.1_prot_UOM46697.1_4999	3.6.3.14
lcl|CP094940.1_prot_UOM46699.1_5001	3.6.3.14
lcl|CP094940.1_prot_UOM46701.1_5003	2.3.1.157
lcl|CP094940.1_prot_UOM46701.1_5003	2.7.7.23
lcl|CP094940.1_prot_UOM46702.1_5004	2.6.1.16
lcl|CP094940.1_prot_UOM46706.1_5008	3.6.3.27
lcl|CP094940.1_prot_UOM46719.1_5023	3.1.26.5
