lcl|CP094940.1_prot_UOM46721.1_1	K02313
lcl|CP094940.1_prot_UOM47223.1_533	K05592
lcl|CP094940.1_prot_UOM47224.1_534	K03834
lcl|CP094940.1_prot_UOM47224.1_534	K03835
lcl|CP094940.1_prot_UOM47227.1_537	K08303
lcl|CP094940.1_prot_UOM47229.1_539	K03824
lcl|CP094940.1_prot_UOM49087.1_540	K07461
lcl|CP094940.1_prot_UOM47230.1_541	K09979
lcl|CP094940.1_prot_UOM47231.1_542	K05520
lcl|CP094940.1_prot_UOM47233.1_544	K07089
lcl|CP094940.1_prot_UOM47235.1_546	K03271
lcl|CP094940.1_prot_UOM47235.1_546	K12961
lcl|CP094940.1_prot_UOM47236.1_547	K07460
lcl|CP094940.1_prot_UOM47237.1_548	K07121
lcl|CP094940.1_prot_UOM47238.1_549	K07056
lcl|CP094940.1_prot_UOM47239.1_550	K01708
lcl|CP094940.1_prot_UOM47240.1_551	K03535
lcl|CP094940.1_prot_UOM47240.1_551	K12299
lcl|CP094940.1_prot_UOM47241.1_552	K01630
lcl|CP094940.1_prot_UOM47242.1_553	K00020
lcl|CP094940.1_prot_UOM47242.1_553	K00042
lcl|CP094940.1_prot_UOM47243.1_554	K00865
lcl|CP094940.1_prot_UOM47247.1_558	K06911
lcl|CP094940.1_prot_UOM47250.1_561	K07393
lcl|CP094940.1_prot_UOM47251.1_562	K15977
lcl|CP094940.1_prot_UOM47257.1_569	K05799
lcl|CP094940.1_prot_UOM47257.1_569	K19775
lcl|CP094940.1_prot_UOM47258.1_570	K07783
lcl|CP094940.1_prot_UOM47258.1_570	K08191
lcl|CP094940.1_prot_UOM47259.1_571	K01812
lcl|CP094940.1_prot_UOM47260.1_572	K01685
lcl|CP094940.1_prot_UOM47262.1_574	K07862
lcl|CP094940.1_prot_UOM47263.1_575	K05794
lcl|CP094940.1_prot_UOM47264.1_576	K22230
lcl|CP094940.1_prot_UOM47265.1_577	K07043
lcl|CP094940.1_prot_UOM47268.1_580	K00564
lcl|CP094940.1_prot_UOM47268.1_580	K11391
lcl|CP094940.1_prot_UOM47269.1_581	K00219
lcl|CP094940.1_prot_UOM47270.1_582	K00854
lcl|CP094940.1_prot_UOM47270.1_582	K11216
lcl|CP094940.1_prot_UOM47271.1_583	K11531
lcl|CP094940.1_prot_UOM47272.1_584	K10558
lcl|CP094940.1_prot_UOM47273.1_585	K10556
lcl|CP094940.1_prot_UOM47274.1_586	K10557
lcl|CP094940.1_prot_UOM47275.1_587	K10555
lcl|CP094940.1_prot_UOM47276.1_588	K08321
lcl|CP094940.1_prot_UOM47276.1_588	K11645
lcl|CP094940.1_prot_UOM47277.1_589	K11530
lcl|CP094940.1_prot_UOM47278.1_590	K00821
lcl|CP094940.1_prot_UOM47278.1_590	K09251
lcl|CP094940.1_prot_UOM47280.1_592	K07229
lcl|CP094940.1_prot_UOM47281.1_593	K00863
lcl|CP094940.1_prot_UOM47281.1_593	K05878
lcl|CP094940.1_prot_UOM47282.1_594	K05881
lcl|CP094940.1_prot_UOM47283.1_595	K05879
lcl|CP094940.1_prot_UOM47284.1_596	K05878
lcl|CP094940.1_prot_UOM47286.1_598	K00005
lcl|CP094940.1_prot_UOM47286.1_598	K00096
lcl|CP094940.1_prot_UOM47287.1_599	K05880
lcl|CP094940.1_prot_UOM47288.1_600	K00798
lcl|CP094940.1_prot_UOM47290.1_602	K00086
lcl|CP094940.1_prot_UOM47290.1_602	K13954
lcl|CP094940.1_prot_UOM47291.1_604	K06120
lcl|CP094940.1_prot_UOM47292.1_605	K06121
lcl|CP094940.1_prot_UOM47293.1_606	K06122
lcl|CP094940.1_prot_MUB43_03095_608	K02440
lcl|CP094940.1_prot_UOM47295.1_609	K19778
lcl|CP094940.1_prot_UOM47296.1_610	K21908
lcl|CP094940.1_prot_UOM47297.1_612	K07679
lcl|CP094940.1_prot_UOM47298.1_613	K07690
lcl|CP094940.1_prot_UOM47301.1_616	K03649
lcl|CP094940.1_prot_UOM47302.1_617	K03086
lcl|CP094940.1_prot_UOM47303.1_618	K02316
lcl|CP094940.1_prot_UOM47304.1_619	K02970
lcl|CP094940.1_prot_UOM47305.1_620	K01409
lcl|CP094940.1_prot_UOM47307.1_622	K03189
lcl|CP094940.1_prot_UOM47308.1_623	K03188
lcl|CP094940.1_prot_UOM47309.1_624	K03187
lcl|CP094940.1_prot_UOM47310.1_625	K01428
lcl|CP094940.1_prot_UOM47311.1_626	K01429
lcl|CP094940.1_prot_UOM47312.1_627	K01430
lcl|CP094940.1_prot_UOM47312.1_627	K14048
lcl|CP094940.1_prot_UOM47313.1_628	K03190
lcl|CP094940.1_prot_UOM47316.1_631	K08591
lcl|CP094940.1_prot_UOM47317.1_632	K01633
lcl|CP094940.1_prot_UOM47318.1_633	K06153
lcl|CP094940.1_prot_UOM47319.1_634	K00974
lcl|CP094940.1_prot_UOM47320.1_635	K07184
lcl|CP094940.1_prot_UOM47321.1_636	K18446
lcl|CP094940.1_prot_UOM47322.1_637	K00982
lcl|CP094940.1_prot_UOM47323.1_638	K03272
lcl|CP094940.1_prot_UOM47323.1_638	K21344
lcl|CP094940.1_prot_UOM47326.1_641	K09806
lcl|CP094940.1_prot_UOM47327.1_642	K02858
lcl|CP094940.1_prot_UOM47327.1_642	K14652
lcl|CP094940.1_prot_UOM47328.1_643	K07238
lcl|CP094940.1_prot_UOM47329.1_644	K15777
lcl|CP094940.1_prot_UOM47332.1_647	K12340
lcl|CP094940.1_prot_UOM47333.1_648	K01515
lcl|CP094940.1_prot_UOM47334.1_649	K09920
lcl|CP094940.1_prot_UOM47335.1_650	K03651
lcl|CP094940.1_prot_UOM47336.1_651	K07000
lcl|CP094940.1_prot_UOM47337.1_652	K02622
lcl|CP094940.1_prot_UOM47339.1_654	K03923
lcl|CP094940.1_prot_UOM47340.1_655	K07645
lcl|CP094940.1_prot_UOM47341.1_656	K07666
lcl|CP094940.1_prot_UOM47343.1_658	K07506
lcl|CP094940.1_prot_UOM47343.1_658	K13652
lcl|CP094940.1_prot_UOM47344.1_659	K02621
lcl|CP094940.1_prot_UOM47345.1_660	K00655
lcl|CP094940.1_prot_UOM47346.1_661	K04753
lcl|CP094940.1_prot_UOM47348.1_664	K06221
lcl|CP094940.1_prot_UOM47348.1_664	K06222
lcl|CP094940.1_prot_UOM47349.1_665	K08325
lcl|CP094940.1_prot_UOM47351.1_668	K01760
lcl|CP094940.1_prot_UOM47353.1_670	K03561
lcl|CP094940.1_prot_UOM47354.1_671	K03559
lcl|CP094940.1_prot_UOM47355.1_672	K03292
lcl|CP094940.1_prot_UOM47357.1_675	K01061
lcl|CP094940.1_prot_UOM47359.1_677	K11209
lcl|CP094940.1_prot_UOM47361.1_680	K01460
lcl|CP094940.1_prot_UOM47362.1_681	K05825
lcl|CP094940.1_prot_UOM47367.1_686	K01758
lcl|CP094940.1_prot_UOM47367.1_686	K01760
lcl|CP094940.1_prot_UOM47368.1_687	K01697
lcl|CP094940.1_prot_UOM47368.1_687	K01738
lcl|CP094940.1_prot_UOM49093.1_694	K07347
lcl|CP094940.1_prot_UOM47378.1_700	K07150
lcl|CP094940.1_prot_UOM47379.1_701	K01581
lcl|CP094940.1_prot_UOM47380.1_702	K03289
lcl|CP094940.1_prot_UOM47380.1_702	K11537
lcl|CP094940.1_prot_UOM49094.1_703	K08306
lcl|CP094940.1_prot_UOM47382.1_705	K03575
lcl|CP094940.1_prot_UOM47383.1_706	K03439
lcl|CP094940.1_prot_UOM47384.1_707	K09923
lcl|CP094940.1_prot_UOM47387.1_710	K02428
lcl|CP094940.1_prot_UOM47388.1_711	K09131
lcl|CP094940.1_prot_UOM47389.1_712	K02221
lcl|CP094940.1_prot_UOM47390.1_713	K06997
lcl|CP094940.1_prot_UOM47391.1_714	K02669
lcl|CP094940.1_prot_UOM47392.1_715	K04333
lcl|CP094940.1_prot_UOM47392.1_715	K20918
lcl|CP094940.1_prot_UOM47393.1_716	K07447
lcl|CP094940.1_prot_UOM47394.1_717	K07735
lcl|CP094940.1_prot_UOM47395.1_718	K01920
lcl|CP094940.1_prot_UOM47396.1_719	K09761
lcl|CP094940.1_prot_UOM47397.1_720	K01150
lcl|CP094940.1_prot_UOM47398.1_721	K02742
lcl|CP094940.1_prot_UOM47399.1_722	K02100
lcl|CP094940.1_prot_UOM47399.1_722	K05548
lcl|CP094940.1_prot_UOM47399.1_722	K08137
lcl|CP094940.1_prot_UOM47400.1_723	K00789
lcl|CP094940.1_prot_UOM47401.1_725	K01585
lcl|CP094940.1_prot_UOM47402.1_726	K01479
lcl|CP094940.1_prot_UOM47402.1_726	K01480
lcl|CP094940.1_prot_UOM47402.1_726	K12255
lcl|CP094940.1_prot_UOM47404.1_728	K05710
lcl|CP094940.1_prot_UOM47404.1_728	K18248
lcl|CP094940.1_prot_UOM47406.1_730	K22325
lcl|CP094940.1_prot_UOM47407.1_731	K00059
lcl|CP094940.1_prot_UOM47407.1_731	K10617
lcl|CP094940.1_prot_UOM47410.1_734	K00529
lcl|CP094940.1_prot_UOM49097.1_739	K06989
lcl|CP094940.1_prot_UOM47414.1_740	K00130
lcl|CP094940.1_prot_UOM47415.1_741	K01652
lcl|CP094940.1_prot_UOM47416.1_742	K18093
lcl|CP094940.1_prot_UOM47417.1_743	K07387
lcl|CP094940.1_prot_UOM47418.1_744	K00615
lcl|CP094940.1_prot_UOM47419.1_745	K00134
lcl|CP094940.1_prot_UOM47419.1_745	K03472
lcl|CP094940.1_prot_UOM47420.1_746	K00927
lcl|CP094940.1_prot_UOM47421.1_747	K01624
lcl|CP094940.1_prot_UOM47422.1_748	K03442
lcl|CP094940.1_prot_UOM47423.1_749	K06895
lcl|CP094940.1_prot_UOM47424.1_750	K09807
lcl|CP094940.1_prot_UOM47425.1_751	K05596
lcl|CP094940.1_prot_UOM47426.1_752	K01807
lcl|CP094940.1_prot_UOM47427.1_753	K00058
lcl|CP094940.1_prot_UOM47428.1_754	K01934
lcl|CP094940.1_prot_UOM47429.1_755	K09888
lcl|CP094940.1_prot_UOM47430.1_756	K09895
lcl|CP094940.1_prot_UOM47431.1_757	K01262
lcl|CP094940.1_prot_UOM47432.1_758	K03185
lcl|CP094940.1_prot_UOM47432.1_758	K18800
lcl|CP094940.1_prot_UOM47433.1_759	K18800
lcl|CP094940.1_prot_UOM47434.1_760	K00605
lcl|CP094940.1_prot_UOM47435.1_761	K02437
lcl|CP094940.1_prot_UOM47436.1_762	K00281
lcl|CP094940.1_prot_UOM47436.1_762	K00283
lcl|CP094940.1_prot_MUB43_03890_764	K07497
lcl|CP094940.1_prot_UOM47440.1_767	K08344
lcl|CP094940.1_prot_UOM47442.1_769	K01223
lcl|CP094940.1_prot_UOM47442.1_769	K05350
lcl|CP094940.1_prot_UOM47443.1_771	K09900
lcl|CP094940.1_prot_UOM47444.1_772	K11068
lcl|CP094940.1_prot_UOM47445.1_773	K06980
lcl|CP094940.1_prot_UOM47446.1_774	K09159
lcl|CP094940.1_prot_UOM47447.1_775	K19168
lcl|CP094940.1_prot_UOM47448.1_776	K03840
lcl|CP094940.1_prot_UOM47449.1_777	K04763
lcl|CP094940.1_prot_UOM47450.1_778	K03981
lcl|CP094940.1_prot_UOM47451.1_779	K07462
lcl|CP094940.1_prot_UOM47452.1_780	K02836
lcl|CP094940.1_prot_UOM47453.1_781	K04567
lcl|CP094940.1_prot_UOM47454.1_782	K01597
lcl|CP094940.1_prot_UOM47454.1_782	K01823
lcl|CP094940.1_prot_UOM47455.1_783	K06194
lcl|CP094940.1_prot_UOM47455.1_783	K12943
lcl|CP094940.1_prot_UOM49099.1_799	K08167
lcl|CP094940.1_prot_UOM49099.1_799	K08169
lcl|CP094940.1_prot_MUB43_04080_801	K07497
lcl|CP094940.1_prot_UOM47473.1_803	K07690
lcl|CP094940.1_prot_UOM47475.1_805	K07679
lcl|CP094940.1_prot_UOM47476.1_806	K07690
lcl|CP094940.1_prot_UOM47477.1_807	K07347
lcl|CP094940.1_prot_UOM47479.1_809	K19777
lcl|CP094940.1_prot_UOM47480.1_810	K02032
lcl|CP094940.1_prot_UOM47481.1_811	K02031
lcl|CP094940.1_prot_UOM49100.1_812	K02034
lcl|CP094940.1_prot_UOM49101.1_813	K02033
lcl|CP094940.1_prot_UOM47482.1_814	K02035
lcl|CP094940.1_prot_UOM47483.1_815	K08717
lcl|CP094940.1_prot_UOM47484.1_816	K03190
lcl|CP094940.1_prot_UOM47485.1_817	K03189
lcl|CP094940.1_prot_UOM49102.1_818	K03188
lcl|CP094940.1_prot_UOM47486.1_819	K03187
lcl|CP094940.1_prot_UOM47487.1_820	K01428
lcl|CP094940.1_prot_UOM47488.1_821	K01429
lcl|CP094940.1_prot_UOM47489.1_822	K01430
lcl|CP094940.1_prot_UOM47490.1_823	K03320
lcl|CP094940.1_prot_UOM47491.1_824	K19778
lcl|CP094940.1_prot_UOM47493.1_826	K03446
lcl|CP094940.1_prot_UOM47493.1_826	K07786
lcl|CP094940.1_prot_UOM47493.1_826	K18926
lcl|CP094940.1_prot_UOM47494.1_827	K03543
lcl|CP094940.1_prot_UOM47494.1_827	K07797
lcl|CP094940.1_prot_UOM49103.1_828	K07690
lcl|CP094940.1_prot_UOM47495.1_829	K07679
lcl|CP094940.1_prot_UOM47496.1_830	K06199
lcl|CP094940.1_prot_UOM47497.1_831	K06199
lcl|CP094940.1_prot_UOM47500.1_835	K01607
lcl|CP094940.1_prot_UOM47502.1_837	K11746
lcl|CP094940.1_prot_UOM47505.1_840	K09702
lcl|CP094940.1_prot_UOM47507.1_842	K03892
lcl|CP094940.1_prot_UOM47508.1_843	K03893
lcl|CP094940.1_prot_UOM47509.1_844	K00537
lcl|CP094940.1_prot_UOM47510.1_845	K03305
lcl|CP094940.1_prot_UOM47512.1_847	K15550
lcl|CP094940.1_prot_UOM47513.1_848	K15547
lcl|CP094940.1_prot_UOM47514.1_849	K15549
lcl|CP094940.1_prot_UOM47517.1_852	K06975
lcl|CP094940.1_prot_UOM49105.1_854	K07350
lcl|CP094940.1_prot_UOM49106.1_855	K07349
lcl|CP094940.1_prot_UOM49107.1_856	K07348
lcl|CP094940.1_prot_UOM47519.1_857	K07347
lcl|CP094940.1_prot_UOM47520.1_858	K07346
lcl|CP094940.1_prot_UOM47521.1_859	K07351
lcl|CP094940.1_prot_UOM47522.1_860	K07345
lcl|CP094940.1_prot_UOM47523.1_861	K07358
lcl|CP094940.1_prot_UOM47524.1_862	K07357
lcl|CP094940.1_prot_UOM47527.1_865	K15269
lcl|CP094940.1_prot_UOM47529.1_867	K07345
lcl|CP094940.1_prot_UOM47531.1_869	K07347
lcl|CP094940.1_prot_UOM47534.1_872	K21086
lcl|CP094940.1_prot_UOM47536.1_874	K21087
lcl|CP094940.1_prot_UOM47537.1_875	K05275
lcl|CP094940.1_prot_UOM47541.1_879	K00626
lcl|CP094940.1_prot_UOM47542.1_880	K22110
lcl|CP094940.1_prot_UOM47543.1_881	K01730
lcl|CP094940.1_prot_UOM47544.1_882	K00065
lcl|CP094940.1_prot_UOM47545.1_883	K02100
lcl|CP094940.1_prot_UOM47545.1_883	K05548
lcl|CP094940.1_prot_UOM47545.1_883	K08137
lcl|CP094940.1_prot_UOM47546.1_884	K02529
lcl|CP094940.1_prot_UOM47548.1_886	K02532
lcl|CP094940.1_prot_UOM49108.1_887	K01193
lcl|CP094940.1_prot_UOM47550.1_889	K10192
lcl|CP094940.1_prot_UOM47551.1_890	K10112
lcl|CP094940.1_prot_UOM47551.1_890	K10195
lcl|CP094940.1_prot_UOM47552.1_891	K02026
lcl|CP094940.1_prot_UOM47552.1_891	K10194
lcl|CP094940.1_prot_UOM47553.1_892	K05814
lcl|CP094940.1_prot_UOM47553.1_892	K10193
lcl|CP094940.1_prot_UOM47555.1_894	K01779
lcl|CP094940.1_prot_UOM47557.1_896	K01586
lcl|CP094940.1_prot_UOM47558.1_898	K02761
lcl|CP094940.1_prot_UOM47559.1_899	K01223
lcl|CP094940.1_prot_UOM47559.1_899	K05350
lcl|CP094940.1_prot_UOM47560.1_900	K13637
lcl|CP094940.1_prot_UOM47562.1_902	K02529
lcl|CP094940.1_prot_UOM47563.1_904	K05939
lcl|CP094940.1_prot_UOM47564.1_905	K08227
lcl|CP094940.1_prot_UOM47568.1_909	K03573
lcl|CP094940.1_prot_UOM47570.1_911	K08311
lcl|CP094940.1_prot_UOM47571.1_912	K08483
lcl|CP094940.1_prot_UOM47571.1_912	K08484
lcl|CP094940.1_prot_UOM47572.1_913	K13292
lcl|CP094940.1_prot_UOM47573.1_914	K00560
lcl|CP094940.1_prot_UOM47574.1_915	K02679
lcl|CP094940.1_prot_UOM47575.1_916	K02680
lcl|CP094940.1_prot_UOM47577.1_918	K02681
lcl|CP094940.1_prot_UOM47578.1_919	K03583
lcl|CP094940.1_prot_UOM47579.1_920	K01407
lcl|CP094940.1_prot_UOM47580.1_921	K03582
lcl|CP094940.1_prot_UOM47581.1_922	K03581
lcl|CP094940.1_prot_UOM47583.1_924	K14682
lcl|CP094940.1_prot_UOM47584.1_925	K01448
lcl|CP094940.1_prot_UOM47585.1_926	K04720
lcl|CP094940.1_prot_UOM47586.1_927	K16651
lcl|CP094940.1_prot_UOM47587.1_928	K00925
lcl|CP094940.1_prot_UOM47587.1_928	K19697
lcl|CP094940.1_prot_UOM47588.1_929	K04029
lcl|CP094940.1_prot_UOM47589.1_930	K04031
lcl|CP094940.1_prot_UOM47592.1_933	K13921
lcl|CP094940.1_prot_UOM47593.1_934	K04021
lcl|CP094940.1_prot_UOM47593.1_934	K13922
lcl|CP094940.1_prot_UOM47594.1_935	K00798
lcl|CP094940.1_prot_UOM47595.1_936	K04028
lcl|CP094940.1_prot_UOM47597.1_938	K13923
lcl|CP094940.1_prot_UOM47602.1_943	K13920
lcl|CP094940.1_prot_UOM47603.1_944	K13919
lcl|CP094940.1_prot_UOM47604.1_945	K01699
lcl|CP094940.1_prot_UOM47607.1_948	K02440
lcl|CP094940.1_prot_UOM47609.1_950	K02224
lcl|CP094940.1_prot_UOM47610.1_951	K02227
lcl|CP094940.1_prot_UOM47611.1_952	K06042
lcl|CP094940.1_prot_UOM47612.1_953	K02188
lcl|CP094940.1_prot_UOM47613.1_954	K03399
lcl|CP094940.1_prot_UOM47614.1_955	K00595
lcl|CP094940.1_prot_UOM47614.1_955	K02191
lcl|CP094940.1_prot_UOM47615.1_956	K05936
lcl|CP094940.1_prot_UOM47616.1_957	K02189
lcl|CP094940.1_prot_UOM47617.1_958	K05934
lcl|CP094940.1_prot_UOM47618.1_959	K05895
lcl|CP094940.1_prot_UOM47619.1_960	K02190
lcl|CP094940.1_prot_UOM47620.1_961	K03394
lcl|CP094940.1_prot_UOM47621.1_962	K02007
lcl|CP094940.1_prot_UOM47622.1_963	K02009
lcl|CP094940.1_prot_UOM49110.1_964	K02008
lcl|CP094940.1_prot_UOM47623.1_965	K02006
lcl|CP094940.1_prot_UOM47623.1_965	K06857
lcl|CP094940.1_prot_UOM47623.1_965	K16784
lcl|CP094940.1_prot_UOM47624.1_966	K02232
lcl|CP094940.1_prot_UOM47625.1_967	K02231
lcl|CP094940.1_prot_UOM47626.1_968	K00768
lcl|CP094940.1_prot_UOM47627.1_969	K08304
lcl|CP094940.1_prot_UOM47628.1_970	K22132
lcl|CP094940.1_prot_UOM47629.1_971	K02426
lcl|CP094940.1_prot_UOM47630.1_972	K01766
lcl|CP094940.1_prot_UOM47630.1_972	K11717
lcl|CP094940.1_prot_UOM47631.1_974	K03566
lcl|CP094940.1_prot_UOM47633.1_976	K06968
lcl|CP094940.1_prot_UOM47634.1_977	K02430
lcl|CP094940.1_prot_UOM47635.1_978	K02431
lcl|CP094940.1_prot_UOM47636.1_979	K00854
lcl|CP094940.1_prot_UOM47636.1_979	K00879
lcl|CP094940.1_prot_UOM47637.1_980	K01818
lcl|CP094940.1_prot_UOM47638.1_981	K02429
lcl|CP094940.1_prot_UOM47639.1_982	K01628
lcl|CP094940.1_prot_UOM47639.1_982	K22130
lcl|CP094940.1_prot_UOM47640.1_983	K00048
lcl|CP094940.1_prot_UOM47641.1_984	K01146
lcl|CP094940.1_prot_UOM47644.1_987	K04091
lcl|CP094940.1_prot_UOM47646.1_989	K20938
lcl|CP094940.1_prot_UOM47647.1_990	K02071
lcl|CP094940.1_prot_UOM47651.1_995	K15553
lcl|CP094940.1_prot_UOM47652.1_996	K01752
lcl|CP094940.1_prot_UOM47653.1_997	K03837
lcl|CP094940.1_prot_UOM47654.1_998	K06966
lcl|CP094940.1_prot_UOM47655.1_999	K06879
lcl|CP094940.1_prot_UOM47655.1_999	K09457
lcl|CP094940.1_prot_UOM47656.1_1000	K15723
lcl|CP094940.1_prot_UOM47657.1_1001	K01790
lcl|CP094940.1_prot_UOM47658.1_1002	K06175
lcl|CP094940.1_prot_UOM47659.1_1003	K06205
lcl|CP094940.1_prot_UOM47660.1_1004	K03535
lcl|CP094940.1_prot_UOM47660.1_1004	K08194
lcl|CP094940.1_prot_UOM47661.1_1005	K01706
lcl|CP094940.1_prot_UOM47661.1_1005	K13918
lcl|CP094940.1_prot_UOM47662.1_1006	K01706
lcl|CP094940.1_prot_UOM47663.1_1007	K00865
lcl|CP094940.1_prot_UOM47664.1_1008	K07678
lcl|CP094940.1_prot_UOM47665.1_1009	K03215
lcl|CP094940.1_prot_UOM47666.1_1010	K00951
lcl|CP094940.1_prot_UOM47667.1_1011	K04765
lcl|CP094940.1_prot_UOM47668.1_1012	K01937
lcl|CP094940.1_prot_UOM47669.1_1013	K01689
lcl|CP094940.1_prot_UOM47671.1_1015	K10026
lcl|CP094940.1_prot_UOM47672.1_1016	K01737
lcl|CP094940.1_prot_UOM47673.1_1017	K00380
lcl|CP094940.1_prot_UOM47674.1_1018	K00381
lcl|CP094940.1_prot_UOM47675.1_1019	K00390
lcl|CP094940.1_prot_UOM47676.1_1020	K09612
lcl|CP094940.1_prot_UOM49113.1_1021	K02302
lcl|CP094940.1_prot_UOM49113.1_1021	K02303
lcl|CP094940.1_prot_UOM49113.1_1021	K02304
lcl|CP094940.1_prot_UOM47677.1_1022	K00957
lcl|CP094940.1_prot_UOM47678.1_1023	K00956
lcl|CP094940.1_prot_UOM47679.1_1024	K00860
lcl|CP094940.1_prot_UOM47681.1_1026	K05589
lcl|CP094940.1_prot_UOM47682.1_1027	K00991
lcl|CP094940.1_prot_UOM47683.1_1028	K01770
lcl|CP094940.1_prot_UOM47684.1_1029	K06176
lcl|CP094940.1_prot_UOM47685.1_1030	K03787
lcl|CP094940.1_prot_UOM47686.1_1031	K00573
lcl|CP094940.1_prot_UOM47687.1_1032	K06194
lcl|CP094940.1_prot_UOM47687.1_1032	K12943
lcl|CP094940.1_prot_UOM47688.1_1033	K03087
lcl|CP094940.1_prot_UOM47692.1_1037	K22489
lcl|CP094940.1_prot_UOM47693.1_1038	K03186
lcl|CP094940.1_prot_UOM47694.1_1039	K01612
lcl|CP094940.1_prot_UOM47695.1_1040	K21759
lcl|CP094940.1_prot_UOM47696.1_1041	K18922
lcl|CP094940.1_prot_UOM47697.1_1042	K03555
lcl|CP094940.1_prot_UOM47700.1_1045	K11903
lcl|CP094940.1_prot_UOM47701.1_1046	K02013
lcl|CP094940.1_prot_UOM47702.1_1047	K02015
lcl|CP094940.1_prot_UOM47703.1_1048	K02016
lcl|CP094940.1_prot_UOM47704.1_1049	K07225
lcl|CP094940.1_prot_UOM47705.1_1050	K16087
lcl|CP094940.1_prot_UOM47706.1_1051	K07401
lcl|CP094940.1_prot_UOM47707.1_1052	K01652
lcl|CP094940.1_prot_UOM47708.1_1053	K07088
lcl|CP094940.1_prot_UOM47711.1_1056	K09819
lcl|CP094940.1_prot_UOM47711.1_1056	K11606
lcl|CP094940.1_prot_UOM47711.1_1056	K11709
lcl|CP094940.1_prot_UOM47712.1_1057	K09819
lcl|CP094940.1_prot_UOM47712.1_1057	K11605
lcl|CP094940.1_prot_UOM47712.1_1057	K11709
lcl|CP094940.1_prot_UOM47713.1_1058	K02074
lcl|CP094940.1_prot_UOM47713.1_1058	K09820
lcl|CP094940.1_prot_UOM47713.1_1058	K11607
lcl|CP094940.1_prot_UOM47713.1_1058	K11710
lcl|CP094940.1_prot_UOM47714.1_1059	K02077
lcl|CP094940.1_prot_UOM47714.1_1059	K09818
lcl|CP094940.1_prot_UOM47714.1_1059	K11604
lcl|CP094940.1_prot_UOM47716.1_1061	K00845
lcl|CP094940.1_prot_UOM47716.1_1061	K00847
lcl|CP094940.1_prot_UOM47716.1_1061	K18673
lcl|CP094940.1_prot_UOM47717.1_1062	K02759
lcl|CP094940.1_prot_UOM47718.1_1063	K02761
lcl|CP094940.1_prot_UOM47719.1_1064	K02760
lcl|CP094940.1_prot_UOM47720.1_1065	K02761
lcl|CP094940.1_prot_UOM47721.1_1066	K16077
lcl|CP094940.1_prot_UOM47723.1_1068	K01223
lcl|CP094940.1_prot_UOM47723.1_1068	K05350
lcl|CP094940.1_prot_UOM47724.1_1069	K15836
lcl|CP094940.1_prot_UOM47725.1_1070	K04655
lcl|CP094940.1_prot_UOM47726.1_1071	K04654
lcl|CP094940.1_prot_UOM47727.1_1072	K04653
lcl|CP094940.1_prot_UOM47728.1_1073	K04652
lcl|CP094940.1_prot_UOM47729.1_1074	K04651
lcl|CP094940.1_prot_UOM47730.1_1075	K15833
lcl|CP094940.1_prot_UOM47731.1_1076	K15827
lcl|CP094940.1_prot_UOM47732.1_1077	K05568
lcl|CP094940.1_prot_UOM47732.1_1077	K12137
lcl|CP094940.1_prot_UOM47732.1_1077	K15828
lcl|CP094940.1_prot_UOM47733.1_1078	K15829
lcl|CP094940.1_prot_UOM47734.1_1079	K12142
lcl|CP094940.1_prot_UOM47734.1_1079	K14090
lcl|CP094940.1_prot_UOM47734.1_1079	K15830
lcl|CP094940.1_prot_UOM47735.1_1080	K12143
lcl|CP094940.1_prot_UOM47735.1_1080	K15831
lcl|CP094940.1_prot_UOM47736.1_1081	K14088
lcl|CP094940.1_prot_UOM47736.1_1081	K15832
lcl|CP094940.1_prot_UOM47737.1_1082	K12145
lcl|CP094940.1_prot_UOM47737.1_1082	K15834
lcl|CP094940.1_prot_UOM47738.1_1083	K08315
lcl|CP094940.1_prot_UOM47739.1_1084	K19048
lcl|CP094940.1_prot_UOM47740.1_1085	K01223
lcl|CP094940.1_prot_UOM47740.1_1085	K05350
lcl|CP094940.1_prot_UOM47741.1_1086	K02752
lcl|CP094940.1_prot_UOM47741.1_1086	K02753
lcl|CP094940.1_prot_UOM47741.1_1086	K02755
lcl|CP094940.1_prot_UOM47741.1_1086	K02756
lcl|CP094940.1_prot_UOM47741.1_1086	K02757
lcl|CP094940.1_prot_UOM47742.1_1087	K03487
lcl|CP094940.1_prot_UOM47743.1_1088	K00196
lcl|CP094940.1_prot_UOM47743.1_1088	K05796
lcl|CP094940.1_prot_UOM47744.1_1089	K04656
lcl|CP094940.1_prot_UOM47745.1_1090	K07241
lcl|CP094940.1_prot_UOM47746.1_1091	K12265
lcl|CP094940.1_prot_UOM47747.1_1092	K12264
lcl|CP094940.1_prot_UOM47748.1_1093	K12266
lcl|CP094940.1_prot_UOM47749.1_1094	K02467
lcl|CP094940.1_prot_UOM47750.1_1095	K02468
lcl|CP094940.1_prot_UOM47751.1_1096	K02466
lcl|CP094940.1_prot_UOM47752.1_1097	K00068
lcl|CP094940.1_prot_UOM47752.1_1097	K03366
lcl|CP094940.1_prot_UOM47753.1_1098	K02781
lcl|CP094940.1_prot_UOM47754.1_1099	K02782
lcl|CP094940.1_prot_UOM47754.1_1099	K02783
lcl|CP094940.1_prot_UOM47755.1_1100	K02783
lcl|CP094940.1_prot_UOM47756.1_1101	K08305
lcl|CP094940.1_prot_UOM47757.1_1102	K02074
